UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other
2019-01-01 00:00:00,9400,19491,3915,189,161,5020,26
2019-01-01 01:00:00,10389,20168,3915,188,0,5597,24
2019-01-01 02:00:00,9953,19096,3915,159,0,6637,23
2019-01-01 03:00:00,8359,17909,3915,133,0,8692,23
2019-01-01 04:00:00,7253,16086,3914,99,0,11110,23
2019-01-01 05:00:00,6908,14365,3915,99,0,12431,24
2019-01-01 06:00:00,6114,13386,3915,99,0,13676,24
2019-01-01 07:00:00,6215,12517,3915,168,0,14318,26
2019-01-01 08:00:00,6412,12459,3915,168,0,14127,22
2019-01-01 09:00:00,6322,12903,3915,169,0,13687,22
2019-01-01 10:00:00,6584,13266,3914,169,0,13345,22
2019-01-01 11:00:00,6607,13905,3914,168,0,13238,23
2019-01-01 12:00:00,6996,15322,3914,203,0,12348,22
2019-01-01 13:00:00,7572,16812,3914,205,0,11367,21
2019-01-01 14:00:00,7823,18070,3914,204,1,10412,16
2019-01-01 15:00:00,8272,19010,3914,204,28,9485,12
2019-01-01 16:00:00,9357,19984,3914,205,73,8162,12
2019-01-01 17:00:00,10055,20859,3914,204,136,6986,13
2019-01-01 18:00:00,10598,21260,3914,181,204,6126,13
2019-01-01 19:00:00,10966,21210,3914,168,250,5501,14
2019-01-01 20:00:00,11090,21071,3914,168,199,5043,14
2019-01-01 21:00:00,11369,20911,3914,169,156,4596,14
2019-01-01 22:00:00,11686,21252,3915,194,87,3943,14
2019-01-01 23:00:00,12097,22126,3915,230,38,3493,13
2019-01-02 00:00:00,12394,24321,3915,229,7,3253,14
2019-01-02 01:00:00,12439,25977,3915,202,0,2934,14
2019-01-02 02:00:00,12487,25947,3915,202,0,2779,14
2019-01-02 03:00:00,12527,25495,3915,177,0,2783,14
2019-01-02 04:00:00,12538,24631,3915,176,0,2651,16
2019-01-02 05:00:00,12287,23453,3915,140,0,2427,13
2019-01-02 06:00:00,11681,22266,3915,141,0,2500,13
2019-01-02 07:00:00,10684,21958,3914,194,0,2403,13
2019-01-02 08:00:00,10317,21539,3914,169,0,2535,15
2019-01-02 09:00:00,9983,21362,3914,169,0,2904,15
2019-01-02 10:00:00,9833,21504,3914,169,0,3325,14
2019-01-02 11:00:00,9988,22415,3914,170,0,3501,13
2019-01-02 12:00:00,11224,23759,3914,206,0,3279,16
2019-01-02 13:00:00,11936,26407,3914,230,0,2736,13
2019-01-02 14:00:00,12284,28564,3914,231,0,2373,14
2019-01-02 15:00:00,12296,30036,3914,231,11,2044,15
2019-01-02 16:00:00,12312,30945,3914,245,53,2036,19
2019-01-02 17:00:00,12285,32193,3914,251,121,1677,18
2019-01-02 18:00:00,12332,33586,3914,213,129,1130,17
2019-01-02 19:00:00,12256,33244,3914,213,150,1346,15
2019-01-02 20:00:00,12172,33512,3914,213,194,1281,15
2019-01-02 21:00:00,11957,32978,3913,213,154,1711,15
2019-01-02 22:00:00,11937,32754,3913,249,99,2027,14
2019-01-02 23:00:00,11861,33317,3912,283,47,1800,15
2019-01-03 00:00:00,11716,34850,3913,237,6,1550,15
2019-01-03 01:00:00,11711,35442,3913,227,0,1203,16
2019-01-03 02:00:00,11808,35037,3914,227,0,759,14
2019-01-03 03:00:00,11816,34188,3914,256,0,634,14
2019-01-03 04:00:00,11675,32241,3914,257,0,878,17
2019-01-03 05:00:00,11708,29767,3913,256,0,871,16
2019-01-03 06:00:00,11846,27429,3914,256,0,755,16
2019-01-03 07:00:00,11223,25876,3915,309,0,1187,17
2019-01-03 08:00:00,10744,24692,3914,284,0,1825,15
2019-01-03 09:00:00,10229,24114,3915,281,0,2525,15
2019-01-03 10:00:00,9781,23809,3915,279,0,3230,15
2019-01-03 11:00:00,9950,24622,3914,251,0,3295,16
2019-01-03 12:00:00,10855,25679,3915,280,0,3625,13
2019-01-03 13:00:00,11404,27151,3915,306,0,3744,20
2019-01-03 14:00:00,11503,28761,3915,308,1,3914,16
2019-01-03 15:00:00,11493,28814,3916,308,287,4040,12
2019-01-03 16:00:00,11328,28793,3916,309,957,3757,12
2019-01-03 17:00:00,10924,28525,3915,282,1106,4586,15
2019-01-03 18:00:00,10452,27574,3916,254,1126,5425,13
2019-01-03 19:00:00,9800,26452,3915,241,1104,6259,12
2019-01-03 20:00:00,9085,25316,3916,212,1092,6977,12
2019-01-03 21:00:00,8233,23932,3915,242,1128,8084,14
2019-01-03 22:00:00,7945,23950,3915,242,1121,7580,18
2019-01-03 23:00:00,8714,25266,3916,243,842,6009,19
2019-01-04 00:00:00,9575,28129,3916,283,167,4548,20
2019-01-04 01:00:00,10621,29662,3915,256,0,4118,17
2019-01-04 02:00:00,10839,28610,3915,257,0,5165,19
2019-01-04 03:00:00,10908,27991,3915,257,0,5835,18
2019-01-04 04:00:00,10969,27048,3916,216,0,5742,20
2019-01-04 05:00:00,10684,26014,3916,244,0,5275,17
2019-01-04 06:00:00,9854,24261,3919,243,0,6039,16
2019-01-04 07:00:00,8425,22916,3922,269,0,7605,16
2019-01-04 08:00:00,7328,22197,3920,244,0,8968,16
2019-01-04 09:00:00,6809,21524,3916,243,0,9935,17
2019-01-04 10:00:00,6665,21244,3916,244,0,10675,17
2019-01-04 11:00:00,6615,22046,3916,244,0,10854,17
2019-01-04 12:00:00,7210,24531,3916,244,0,10122,17
2019-01-04 13:00:00,8642,26676,3916,307,0,9085,17
2019-01-04 14:00:00,9932,28374,3916,310,2,7670,18
2019-01-04 15:00:00,10103,27690,3917,310,356,6852,18
2019-01-04 16:00:00,10168,27801,3916,312,1120,3833,18
2019-01-04 17:00:00,10623,27639,3917,246,1241,1429,19
2019-01-04 18:00:00,10202,26429,3917,243,1237,1090,17
2019-01-04 19:00:00,8873,25566,3917,245,1217,1204,17
2019-01-04 20:00:00,7894,24472,3917,245,1221,1393,18
2019-01-04 21:00:00,7456,23362,3917,245,1236,1724,17
2019-01-04 22:00:00,7208,22737,3914,215,1200,1724,20
2019-01-04 23:00:00,7312,23122,3911,245,918,1326,18
2019-01-05 00:00:00,8050,24421,3911,286,189,1259,20
2019-01-05 01:00:00,9248,25095,3911,286,0,1817,17
2019-01-05 02:00:00,8899,24801,3910,246,0,2967,17
2019-01-05 03:00:00,8606,24663,3911,247,0,3613,18
2019-01-05 04:00:00,8287,24217,3911,246,0,4217,20
2019-01-05 05:00:00,7919,23445,3910,246,0,4462,16
2019-01-05 06:00:00,7622,22495,3911,246,0,4530,16
2019-01-05 07:00:00,7183,22048,3910,270,0,4450,16
2019-01-05 08:00:00,7174,21480,3910,246,0,4918,18
2019-01-05 09:00:00,7131,21138,3910,247,0,5263,21
2019-01-05 10:00:00,7258,21475,3911,247,0,5348,20
2019-01-05 11:00:00,7662,22472,3911,247,0,4919,17
2019-01-05 12:00:00,8857,23610,3911,247,0,4024,17
2019-01-05 13:00:00,10003,24653,3911,273,0,3751,18
2019-01-05 14:00:00,10401,25510,3911,273,2,4001,19
2019-01-05 15:00:00,10437,25050,3911,272,312,3986,16
2019-01-05 16:00:00,10136,23196,3911,273,1080,3371,16
2019-01-05 17:00:00,9488,22393,3911,250,1133,2553,19
2019-01-05 18:00:00,8788,20847,3911,247,1107,2804,19
2019-01-05 19:00:00,8854,17939,3911,247,1100,4074,17
2019-01-05 20:00:00,8161,16204,3911,248,1104,5382,18
2019-01-05 21:00:00,7357,15435,3911,247,1116,6217,19
2019-01-05 22:00:00,6870,14901,3911,247,1063,6905,18
2019-01-05 23:00:00,6821,14978,3911,248,779,7125,16
2019-01-06 00:00:00,7484,15212,3911,247,132,7842,19
2019-01-06 01:00:00,6962,14274,3911,248,0,11310,16
2019-01-06 02:00:00,6198,12041,3911,249,0,14340,15
2019-01-06 03:00:00,5785,10591,3911,249,0,15763,16
2019-01-06 04:00:00,5862,9935,3911,249,0,16005,18
2019-01-06 05:00:00,6050,9196,3911,250,0,15767,17
2019-01-06 06:00:00,6021,8509,3911,249,0,15669,17
2019-01-06 07:00:00,5835,8249,3911,274,0,15335,17
2019-01-06 08:00:00,5613,8048,3910,253,0,14913,17
2019-01-06 09:00:00,5515,7951,3910,249,0,14914,16
2019-01-06 10:00:00,5559,8026,3910,249,0,15031,17
2019-01-06 11:00:00,5633,8201,3910,249,0,15258,17
2019-01-06 12:00:00,5841,8805,3910,249,0,15324,19
2019-01-06 13:00:00,6117,9283,3911,275,0,15967,12
2019-01-06 14:00:00,6276,9654,3910,274,1,16529,17
2019-01-06 15:00:00,6588,10318,3910,275,101,16051,17
2019-01-06 16:00:00,6993,10414,3910,274,439,14886,20
2019-01-06 17:00:00,6365,9837,3910,249,640,15005,17
2019-01-06 18:00:00,5554,8824,3910,249,500,16259,19
2019-01-06 19:00:00,5235,8566,3911,248,429,16365,18
2019-01-06 20:00:00,5185,8632,3910,248,407,16010,18
2019-01-06 21:00:00,5139,8572,3910,248,359,15800,17
2019-01-06 22:00:00,5143,8779,3910,249,339,15502,16
2019-01-06 23:00:00,5202,8800,3910,248,213,15807,10
2019-01-07 00:00:00,5687,9025,3910,248,35,16301,9
2019-01-07 01:00:00,6353,9884,3911,248,0,16708,17
2019-01-07 02:00:00,6601,9473,3910,248,0,16820,16
2019-01-07 03:00:00,6154,9157,3910,248,0,17075,15
2019-01-07 04:00:00,5738,8675,3910,247,0,16704,16
2019-01-07 05:00:00,5246,8197,3910,248,0,15800,15
2019-01-07 06:00:00,4934,7098,3910,248,0,15100,15
2019-01-07 07:00:00,4821,6670,3910,274,0,14289,10
2019-01-07 08:00:00,4752,6556,3910,249,0,13440,10
2019-01-07 09:00:00,4756,6581,3910,248,0,12882,9
2019-01-07 10:00:00,4741,6558,3910,248,0,12935,11
2019-01-07 11:00:00,4773,7135,3910,249,0,13097,20
2019-01-07 12:00:00,4899,9359,3911,249,0,12621,21
2019-01-07 13:00:00,5776,12210,3911,274,0,11808,18
2019-01-07 14:00:00,6637,12956,3910,275,0,11859,20
2019-01-07 15:00:00,6558,13781,3892,275,198,11249,17
2019-01-07 16:00:00,7005,15229,3903,275,891,9289,20
2019-01-07 17:00:00,7833,16349,3909,239,1071,7898,20
2019-01-07 18:00:00,8560,16965,3910,285,1052,6737,23
2019-01-07 19:00:00,8961,16619,3910,292,1033,6621,20
2019-01-07 20:00:00,8747,16290,3913,291,966,7357,21
2019-01-07 21:00:00,8449,16140,3915,291,989,7588,20
2019-01-07 22:00:00,8554,16331,3915,291,1075,7041,19
2019-01-07 23:00:00,8716,16570,3915,290,852,6690,19
2019-01-08 00:00:00,9620,16777,3915,291,179,7035,18
2019-01-08 01:00:00,10168,16957,3915,293,0,8318,19
2019-01-08 02:00:00,9555,16429,3914,293,0,9234,17
2019-01-08 03:00:00,8871,15275,3914,292,0,10085,16
2019-01-08 04:00:00,7727,14198,3915,292,0,10914,16
2019-01-08 05:00:00,6260,12680,3915,293,0,11654,16
2019-01-08 06:00:00,5538,11563,3915,292,0,10971,16
2019-01-08 07:00:00,5285,11152,3915,288,0,9958,19
2019-01-08 08:00:00,5530,11226,3915,251,0,8786,19
2019-01-08 09:00:00,6083,11437,3915,249,0,7701,16
2019-01-08 10:00:00,6114,11546,3915,249,0,7499,17
2019-01-08 11:00:00,5990,12150,3915,250,0,7778,17
2019-01-08 12:00:00,6757,13129,3915,250,0,8563,18
2019-01-08 13:00:00,8191,15598,3914,240,0,8405,17
2019-01-08 14:00:00,9397,16499,3915,240,2,8000,17
2019-01-08 15:00:00,8687,16045,3915,206,130,8714,16
2019-01-08 16:00:00,7953,15979,3914,205,339,9272,17
2019-01-08 17:00:00,7539,15269,3915,179,514,10631,17
2019-01-08 18:00:00,7734,14248,3914,179,733,11104,18
2019-01-08 19:00:00,7775,14567,3914,215,853,10544,18
2019-01-08 20:00:00,8057,15065,3914,215,959,9652,18
2019-01-08 21:00:00,8242,15417,3914,215,1006,8865,17
2019-01-08 22:00:00,8206,15312,3913,215,835,8855,18
2019-01-08 23:00:00,8192,16182,3913,214,595,8032,17
2019-01-09 00:00:00,8836,17939,3913,180,65,7126,15
2019-01-09 01:00:00,9642,18083,3913,184,0,8055,16
2019-01-09 02:00:00,9018,17894,3913,183,0,9075,17
2019-01-09 03:00:00,8471,17496,3913,182,0,9258,16
2019-01-09 04:00:00,8071,16883,3912,182,0,8741,16
2019-01-09 05:00:00,7370,15799,3912,182,0,8293,15
2019-01-09 06:00:00,6766,14723,3912,182,0,7415,16
2019-01-09 07:00:00,6309,13725,3912,182,0,7772,16
2019-01-09 08:00:00,5966,13363,3912,182,0,7719,18
2019-01-09 09:00:00,5946,13447,3912,191,0,7553,16
2019-01-09 10:00:00,6188,13956,3912,190,0,7051,18
2019-01-09 11:00:00,6722,15208,3912,156,0,6224,16
2019-01-09 12:00:00,7543,17919,3913,156,0,5250,20
2019-01-09 13:00:00,9341,21199,3913,234,0,4367,18
2019-01-09 14:00:00,10088,22154,3913,261,1,4374,16
2019-01-09 15:00:00,9952,22073,3912,263,81,4036,18
2019-01-09 16:00:00,9891,22041,3912,263,269,3794,15
2019-01-09 17:00:00,9854,21256,3913,263,434,4107,16
2019-01-09 18:00:00,8840,21046,3913,263,543,4448,16
2019-01-09 19:00:00,8442,20953,3912,261,622,3987,15
2019-01-09 20:00:00,8166,20722,3913,207,698,3786,16
2019-01-09 21:00:00,7883,20422,3913,156,596,4010,17
2019-01-09 22:00:00,7516,20126,3906,182,462,4444,16
2019-01-09 23:00:00,7622,20614,3904,218,197,4376,16
2019-01-10 00:00:00,8514,21445,3904,219,45,4093,17
2019-01-10 01:00:00,9863,22351,3904,217,0,4356,17
2019-01-10 02:00:00,9822,22207,3904,243,0,4998,17
2019-01-10 03:00:00,9650,21933,3904,193,0,5365,17
2019-01-10 04:00:00,9324,20854,3904,191,0,5879,16
2019-01-10 05:00:00,8788,19054,3912,156,0,6093,15
2019-01-10 06:00:00,7520,17678,3912,155,0,6757,16
2019-01-10 07:00:00,7179,16953,3913,156,0,6524,15
2019-01-10 08:00:00,7018,16231,3913,156,0,6794,17
2019-01-10 09:00:00,6971,16231,3913,157,0,6625,15
2019-01-10 10:00:00,6997,16233,3913,182,0,6865,14
2019-01-10 11:00:00,6931,16341,3914,156,0,7917,14
2019-01-10 12:00:00,7138,18230,3913,157,0,8469,15
2019-01-10 13:00:00,8725,20421,3913,234,0,8711,17
2019-01-10 14:00:00,9649,20837,3912,234,0,8764,14
2019-01-10 15:00:00,8970,20045,3912,262,110,9340,14
2019-01-10 16:00:00,8599,19367,3913,261,610,9338,15
2019-01-10 17:00:00,8162,18067,3914,261,861,10280,17
2019-01-10 18:00:00,7785,17462,3914,226,943,10431,17
2019-01-10 19:00:00,7643,17096,3913,227,943,10099,17
2019-01-10 20:00:00,7740,16799,3914,226,945,9551,16
2019-01-10 21:00:00,7567,16694,3914,224,874,9260,15
2019-01-10 22:00:00,7281,16399,3914,282,685,9730,16
2019-01-10 23:00:00,7581,16366,3914,253,367,10171,16
2019-01-11 00:00:00,8581,17019,3913,217,70,10035,18
2019-01-11 01:00:00,9399,17256,3913,215,0,11155,11
2019-01-11 02:00:00,8933,16062,3913,216,0,12912,11
2019-01-11 03:00:00,8500,14746,3913,221,0,14276,13
2019-01-11 04:00:00,8293,12966,3913,203,0,15022,12
2019-01-11 05:00:00,8354,10901,3912,156,0,14865,11
2019-01-11 06:00:00,7908,9480,3912,153,0,14602,12
2019-01-11 07:00:00,7400,8682,3912,115,0,14433,11
2019-01-11 08:00:00,7096,8246,3912,115,0,14316,12
2019-01-11 09:00:00,7151,8284,3912,115,0,13878,13
2019-01-11 10:00:00,7417,8850,3913,115,0,13122,13
2019-01-11 11:00:00,7558,9381,3913,176,0,13337,5
2019-01-11 12:00:00,7505,11676,3913,154,0,13475,5
2019-01-11 13:00:00,8357,14315,3913,234,0,13618,4
2019-01-11 14:00:00,9230,15234,3914,235,0,13242,2
2019-01-11 15:00:00,8986,15386,3909,262,21,12980,2
2019-01-11 16:00:00,9009,15386,3905,262,75,13056,4
2019-01-11 17:00:00,8842,14904,3905,262,133,13481,5
2019-01-11 18:00:00,8832,14784,3904,228,257,13044,5
2019-01-11 19:00:00,8710,14639,3904,229,371,12422,5
2019-01-11 20:00:00,8340,14168,3904,229,450,12680,4
2019-01-11 21:00:00,7742,13985,3904,229,514,13101,4
2019-01-11 22:00:00,7521,13763,3903,250,578,13143,4
2019-01-11 23:00:00,8012,14823,3903,285,493,11909,6
2019-01-12 00:00:00,8462,15291,3911,262,200,12204,3
2019-01-12 01:00:00,8701,15383,3914,221,0,12888,5
2019-01-12 02:00:00,9172,15672,3914,249,0,11330,4
2019-01-12 03:00:00,9818,15832,3915,219,0,9669,5
2019-01-12 04:00:00,9573,14753,3915,193,0,9678,3
2019-01-12 05:00:00,9073,13761,3915,158,0,9586,7
2019-01-12 06:00:00,9300,11471,3914,158,0,9766,6
2019-01-12 07:00:00,8815,10279,3914,154,0,10221,5
2019-01-12 08:00:00,7639,9740,3914,169,0,10608,2
2019-01-12 09:00:00,6771,9142,3914,153,0,11408,2
2019-01-12 10:00:00,6366,8550,3914,153,0,12302,5
2019-01-12 11:00:00,6184,8542,3914,174,0,12975,6
2019-01-12 12:00:00,6413,9171,3913,189,0,13520,5
2019-01-12 13:00:00,7171,10262,3912,232,0,13454,5
2019-01-12 14:00:00,7755,11625,3912,259,2,13172,25
2019-01-12 15:00:00,8092,12424,3912,260,321,12760,23
2019-01-12 16:00:00,7983,12501,3913,260,1029,12867,23
2019-01-12 17:00:00,7969,11459,3913,259,980,14353,23
2019-01-12 18:00:00,7914,11524,3912,225,964,14716,23
2019-01-12 19:00:00,7920,11717,3912,222,1019,14451,5
2019-01-12 20:00:00,7830,11881,3912,219,1043,13972,1
2019-01-12 21:00:00,7757,12322,3912,221,1119,13046,4
2019-01-12 22:00:00,7506,13930,3912,200,1152,11502,4
2019-01-12 23:00:00,7687,16305,3913,215,952,9251,5
2019-01-13 00:00:00,9077,19192,3912,214,248,6217,6
2019-01-13 01:00:00,9894,21277,3912,215,0,4903,4
2019-01-13 02:00:00,10092,20527,3912,216,0,5045,5
2019-01-13 03:00:00,10224,20271,3911,217,0,5167,5
2019-01-13 04:00:00,10108,20017,3911,215,0,4818,6
2019-01-13 05:00:00,9832,20420,3911,153,0,4322,5
2019-01-13 06:00:00,9294,19634,3912,153,0,4408,2
2019-01-13 07:00:00,8863,19022,3912,153,0,4565,3
2019-01-13 08:00:00,8060,18736,3912,153,0,5201,1
2019-01-13 09:00:00,7726,18736,3912,153,0,5447,1
2019-01-13 10:00:00,7654,18809,3912,153,0,5635,2
2019-01-13 11:00:00,7739,19199,3912,154,0,5743,2
2019-01-13 12:00:00,8224,19897,3912,189,0,5641,2
2019-01-13 13:00:00,8834,20471,3913,231,0,6057,2
2019-01-13 14:00:00,9411,21779,3913,259,2,5820,0
2019-01-13 15:00:00,10228,22709,3913,259,273,5028,2
2019-01-13 16:00:00,10606,23474,3913,259,665,4049,4
2019-01-13 17:00:00,10740,24173,3913,259,617,2783,4
2019-01-13 18:00:00,10727,24294,3913,223,597,1684,3
2019-01-13 19:00:00,10654,23591,3913,223,767,1302,3
2019-01-13 20:00:00,10745,22812,3913,220,978,1174,2
2019-01-13 21:00:00,10456,22388,3913,219,1035,1239,2
2019-01-13 22:00:00,10267,22199,3913,241,1037,1501,4
2019-01-13 23:00:00,10149,22602,3913,277,844,1902,1
2019-01-14 00:00:00,10677,24139,3913,258,234,2173,5
2019-01-14 01:00:00,10960,26192,3913,228,0,2421,5
2019-01-14 02:00:00,10961,26843,3913,241,0,2363,3
2019-01-14 03:00:00,11016,26856,3913,219,0,2049,1
2019-01-14 04:00:00,10927,26358,3913,187,0,1856,3
2019-01-14 05:00:00,11046,24338,3913,152,0,1822,3
2019-01-14 06:00:00,11051,23101,3913,152,0,1508,3
2019-01-14 07:00:00,10794,22390,3913,150,0,1284,1
2019-01-14 08:00:00,10664,22035,3913,150,0,1280,1
2019-01-14 09:00:00,10610,22211,3913,150,0,1176,2
2019-01-14 10:00:00,10598,22717,3913,175,0,1136,2
2019-01-14 11:00:00,10764,23801,3913,185,0,1201,1
2019-01-14 12:00:00,11224,26403,3913,187,0,1337,3
2019-01-14 13:00:00,11288,30062,3913,229,0,1537,2
2019-01-14 14:00:00,11416,31358,3913,256,0,1790,3
2019-01-14 15:00:00,11273,31033,3912,256,30,1972,2
2019-01-14 16:00:00,11125,30988,3913,256,105,1892,2
2019-01-14 17:00:00,11206,30068,3914,255,206,1869,3
2019-01-14 18:00:00,11199,28520,3913,220,357,2129,2
2019-01-14 19:00:00,10967,27004,3913,217,380,2217,1
2019-01-14 20:00:00,10523,26064,3913,216,410,2300,2
2019-01-14 21:00:00,9821,25417,3913,216,422,2380,3
2019-01-14 22:00:00,9492,25442,3913,218,303,2154,5
2019-01-14 23:00:00,10106,25851,3913,212,162,1783,5
2019-01-15 00:00:00,10801,27461,3913,238,25,1755,3
2019-01-15 01:00:00,11057,28903,3913,211,0,2606,3
2019-01-15 02:00:00,11165,28041,3913,211,0,3767,3
2019-01-15 03:00:00,11177,27239,3912,187,0,4347,3
2019-01-15 04:00:00,10839,25967,3913,184,0,4500,2
2019-01-15 05:00:00,10250,24436,3913,150,0,4049,4
2019-01-15 06:00:00,10383,22544,3912,177,0,3605,3
2019-01-15 07:00:00,10280,20793,3913,150,0,3863,4
2019-01-15 08:00:00,9955,20168,3912,150,0,3968,2
2019-01-15 09:00:00,9784,20226,3913,150,0,3817,5
2019-01-15 10:00:00,9856,20613,3913,150,0,3462,2
2019-01-15 11:00:00,10234,20959,3914,184,0,3605,4
2019-01-15 12:00:00,10628,23050,3914,185,0,3765,7
2019-01-15 13:00:00,11279,26808,3913,227,0,3123,6
2019-01-15 14:00:00,11245,27573,3913,228,0,3490,3
2019-01-15 15:00:00,11279,26781,3913,255,26,3533,3
2019-01-15 16:00:00,11277,26603,3913,256,93,3127,6
2019-01-15 17:00:00,11334,26405,3914,255,186,2948,1
2019-01-15 18:00:00,11253,24777,3914,221,359,3681,2
2019-01-15 19:00:00,10992,22953,3914,216,571,4637,8
2019-01-15 20:00:00,10557,21883,3914,216,699,5065,11
2019-01-15 21:00:00,10283,20865,3914,216,920,5546,17
2019-01-15 22:00:00,10411,20783,3914,276,922,5227,12
2019-01-15 23:00:00,11016,21161,3914,276,768,5059,8
2019-01-16 00:00:00,11199,23008,3914,248,249,5144,1
2019-01-16 01:00:00,11284,23393,3914,206,1,6594,2
2019-01-16 02:00:00,11298,21437,3914,206,0,8524,1
2019-01-16 03:00:00,11060,19512,3914,211,0,9951,1
2019-01-16 04:00:00,11007,17726,3914,207,0,9969,1
2019-01-16 05:00:00,10723,14867,3913,179,0,10534,2
2019-01-16 06:00:00,10068,13080,3913,144,0,10558,2
2019-01-16 07:00:00,9515,12103,3913,169,0,10370,2
2019-01-16 08:00:00,9189,11538,3913,147,0,10439,3
2019-01-16 09:00:00,9111,11607,3913,145,0,10141,4
2019-01-16 10:00:00,9312,11948,3913,145,0,9697,3
2019-01-16 11:00:00,9599,13025,3914,145,0,9266,3
2019-01-16 12:00:00,9940,15759,3914,181,0,8604,5
2019-01-16 13:00:00,10975,19217,3914,204,0,7799,7
2019-01-16 14:00:00,11248,20325,3914,249,1,7292,3
2019-01-16 15:00:00,10955,19559,3914,276,283,7247,4
2019-01-16 16:00:00,10927,19142,3914,278,887,7105,2
2019-01-16 17:00:00,11051,18560,3915,252,1026,6812,5
2019-01-16 18:00:00,10909,17553,3920,216,1085,7128,1
2019-01-16 19:00:00,10901,15930,3919,216,1095,7996,3
2019-01-16 20:00:00,10834,14584,3915,215,1095,8640,5
2019-01-16 21:00:00,10255,13895,3915,188,1107,9139,12
2019-01-16 22:00:00,9796,13622,3915,146,1045,9771,12
2019-01-16 23:00:00,9459,14232,3914,181,838,9995,13
2019-01-17 00:00:00,10034,15784,3915,209,221,9744,12
2019-01-17 01:00:00,10797,15796,3915,181,0,10622,6
2019-01-17 02:00:00,10947,14476,3914,182,0,11727,6
2019-01-17 03:00:00,10845,13689,3914,209,0,12106,9
2019-01-17 04:00:00,10793,11960,3914,180,0,12483,10
2019-01-17 05:00:00,9425,10888,3914,146,0,12352,8
2019-01-17 06:00:00,8305,9593,3914,144,0,12258,9
2019-01-17 07:00:00,7463,9259,3914,118,0,11596,10
2019-01-17 08:00:00,7022,9140,3914,97,0,11123,10
2019-01-17 09:00:00,6967,9387,3914,121,0,10519,10
2019-01-17 10:00:00,7144,9777,3913,94,0,10003,10
2019-01-17 11:00:00,7129,10490,3913,94,0,10088,9
2019-01-17 12:00:00,7463,12924,3913,94,0,9714,10
2019-01-17 13:00:00,9157,16363,3913,119,0,8379,7
2019-01-17 14:00:00,10636,17244,3912,164,1,7408,7
2019-01-17 15:00:00,11037,17118,3912,207,273,6385,9
2019-01-17 16:00:00,11179,19322,3913,206,673,3596,14
2019-01-17 17:00:00,11115,20822,3913,165,915,1733,13
2019-01-17 18:00:00,11080,21012,3913,165,1051,842,13
2019-01-17 19:00:00,11009,20859,3913,138,1087,298,13
2019-01-17 20:00:00,10963,20000,3913,137,1162,442,15
2019-01-17 21:00:00,10859,19553,3912,102,1111,687,16
2019-01-17 22:00:00,10769,18982,3912,102,1083,965,15
2019-01-17 23:00:00,10708,19146,3913,114,906,1350,14
2019-01-18 00:00:00,10998,19300,3913,94,259,2360,14
2019-01-18 01:00:00,11115,19979,3912,94,1,4058,14
2019-01-18 02:00:00,10992,18108,3913,121,0,6389,16
2019-01-18 03:00:00,10918,16919,3913,121,0,7461,16
2019-01-18 04:00:00,10455,14788,3912,93,0,9045,15
2019-01-18 05:00:00,9432,12206,3913,94,0,10606,16
2019-01-18 06:00:00,8732,9226,3913,95,0,12603,18
2019-01-18 07:00:00,8819,7000,3913,119,0,13271,19
2019-01-18 08:00:00,8616,6063,3913,95,0,13917,16
2019-01-18 09:00:00,8254,5939,3913,121,0,14145,15
2019-01-18 10:00:00,8389,6001,3913,93,0,14101,15
2019-01-18 11:00:00,9070,6364,3913,94,0,14078,15
2019-01-18 12:00:00,10088,7611,3914,137,0,13971,17
2019-01-18 13:00:00,10593,10476,3913,162,0,14167,19
2019-01-18 14:00:00,10947,11216,3913,189,0,14478,17
2019-01-18 15:00:00,10615,11108,3913,190,210,14664,17
2019-01-18 16:00:00,10462,11166,3913,163,801,13968,19
2019-01-18 17:00:00,10387,10683,3913,138,1032,13903,16
2019-01-18 18:00:00,10116,9609,3913,137,1034,14652,16
2019-01-18 19:00:00,9673,8881,3912,136,873,15391,19
2019-01-18 20:00:00,9188,8057,3912,136,736,16375,20
2019-01-18 21:00:00,8862,7649,3912,102,721,16573,17
2019-01-18 22:00:00,8897,7577,3911,102,782,16061,17
2019-01-18 23:00:00,8984,7855,3912,128,607,15758,19
2019-01-19 00:00:00,9608,8581,3912,94,166,15247,19
2019-01-19 01:00:00,10055,8259,3912,93,2,16086,16
2019-01-19 02:00:00,10148,6548,3912,94,0,17318,16
2019-01-19 03:00:00,9535,6373,3912,94,0,17299,17
2019-01-19 04:00:00,8269,6265,3926,94,0,17648,18
2019-01-19 05:00:00,7001,5987,3990,121,0,17705,17
2019-01-19 06:00:00,5836,5842,3991,95,0,17339,19
2019-01-19 07:00:00,5504,5396,3995,118,0,16867,17
2019-01-19 08:00:00,5155,5341,3996,93,0,16848,17
2019-01-19 09:00:00,4904,5487,3995,93,0,17009,18
2019-01-19 10:00:00,4864,5696,4076,93,0,17431,17
2019-01-19 11:00:00,5384,6050,4245,93,0,17342,20
2019-01-19 12:00:00,6263,6618,4293,94,0,17518,16
2019-01-19 13:00:00,7943,6862,4292,120,0,18037,18
2019-01-19 14:00:00,8950,8568,4319,207,2,17875,19
2019-01-19 15:00:00,10228,10314,4377,207,294,17049,19
2019-01-19 16:00:00,10110,10591,4386,162,1022,17413,16
